event_id,log_template,entity_node_id,action_node_id,status_node_id,is_anomaly,is_anomaly_reason
64,kernel: PCI: Setting latency timer of device <*> to <*>,Device_102,SettingLatencyTimer_355,none_597,False,"The log message indicates a standard ACPI subsystem revision update, which is a normal execution process."
44,instsvcdrv: <*> device driver <*>,Device_102,none_356,none_598,False,This log message indicates a normal process of bringing up CPUs.
286,"kernel: Mellanox Tavor Device Driver is creating device ""InfiniHost<*>"" (domain=<*>, bus=<*>, devfn=<*>)",Device_102,Register_357,none_602,False,"The log message indicates that the configuration file /etc/smartd.conf was successfully opened, which is a normal part of the execution process."
626,<*> <*> <*> on device <*>,Device_102,none_356,none_599,False,The log message does not indicate any abnormal execution process
1005,kernel: THH(<*>): modprobe[<*>]: mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/linux_module.c:<*>: Failed creating THH hob for device <*> in index <*>,Device_102,Register_358,failed_604,False,"The log message indicates that a device (/dev/sda) was successfully opened, which is a normal execution process."
639,<*> <*> <*> <*> write <*> No space left on device,Device_102,Write_359,No space left_605,False,The log message does not indicate any abnormal behavior in the execution process.
846,"kernel: usb <*>-<*>: device not accepting address <*>, error -<*>",Device_102,none_356,error_600,False,"This log message indicates the kernel version and copyright information, which is a normal part of the execution process."
753,megaraid: probe new device <*>:<*>:<*>:<*>: bus <*>:slot <*>:func <*>,Device_102,Register_357,new_603,False,The log message is a generic kernel message and does not indicate any abnormal execution process.
759,syslogd: <*> No space left on device,Device_102,none_356,No space left_601,False,"The log message indicates ACPI wakeup devices, which is a normal part of the execution process."
745,device-mapper: <*>.<*>.<*>-ioctl (<*>-<*>-<*>) initialised: #<*>#@#<*>#,Device-mapper_103,Driver_360,none_606,False,"This log message indicates the initialization of a netlink socket, which is a normal execution process."
263,kernel: device-mapper: <*>.<*>.<*>-ioctl (<*>-<*>-<*>) initialised: dm-#<*>#@#<*>#,Device-mapper_103,Initialised_361,none_607,False,"The log message indicates that the ACPI interpreter is enabled, which is a normal part of system execution."
1040,loop: loaded (max <*> devices),Devices_104,Loaded_362,none_608,False,"This log message indicates the freeing of unused kernel memory, which is a common and expected process in the execution flow."
462,scsi.agent[<*>]: <*> at /devices/pci<*>:<*>/<*>:<*>:<*>.<*>/<*>:<*>:<*>.<*>/<*>:<*>:<*>.<*>/host<*>/target<*>:<*>:<*>/<*>:<*>:<*>:<*>,Devices_104,none_363,none_609,True,The log message contains abnormal characters such as <*> which indicates a potential issue with the execution process.
516,dhclient: DHCPOFFER from <*> <<*>>Dec <*> <*>:<*>:<*> dhclient: DHCPREQUEST on eth<*> to #<*># port <*>,Dhclient_105,Creating_364,none_610,True,"The log message indicates a kernel error related to the ttyS device, which suggests an abnormal execution process."
854,dhclient:,Dhclient_105,none_365,none_611,True,The log message contains repetitive and unusual characters which may indicate a potential issue with the kernel or disk sda
386,dhclient: <*> from <*>,Dhclient_105,none_365,none_612,False,"This log message indicates the kernel Real Time Clock Driver version, which is a normal execution process."
410,dhclient: bound to <*> -- renewal in <*> seconds.,Dhclient_105,BoundTo_366,renewal_613,False,"The log message indicates the use of the CFQ IO scheduler, which is a normal part of the execution process."
58,dhcpd: DHCPDISCOVER from <*> via eth<*>,Dhcpd_106,Dhcpdiscover_367,none_614,False,This log message seems to be a normal indication of Total HugeTLB memory allocated.
40,dhcpd: DHCPDISCOVER from <*> via eth<*>: network <*> no free leases,Dhcpd_106,none_368,no free leases_615,False,"The log message indicates that the smartd configuration file was successfully parsed, which is a normal execution process."
428,dhcpd: ** Ignoring requests on eth<*>:<*>. If this is not what,Dhcpd_106,Ignoring_369,none_619,False,"This log message appears to be a standard kernel message related to a SCSI device, indicating normal execution process."
427,"dhcpd: you want, please write a subnet declaration",Dhcpd_106,Write_370,none_620,False,"This log message indicates the initialization of the SCSI subsystem, which is a normal process during system startup."
425,dhcpd: in your dhcpd.conf file for the network segment,Dhcpd_106,Configuring_371,none_621,False,The log message does not indicate any abnormalities in the execution process.
426,dhcpd: to which interface eth<*>:<*> is attached. **,Dhcpd_106,Attached_372,none_622,False,"This log message indicates the detection of a new USB device being connected, which is a common and expected event in a system."
48,dhcpd: DHCPREQUEST for <*> (<*>) from <*> via eth<*>: unknown lease <*>.,Dhcpd_106,Dhcprequest_373,unknown_623,False,The log message is related to memory type range registers (mtrr) which is a common kernel operation. It does not indicate any abnormal execution process.
36,dhcpd: <*> <*> <*> <*> <*> via eth<*>,Dhcpd_106,none_368,none_616,False,"The log message indicates the total number of processors activated and their BogoMIPS value, which is a normal execution process."
429,dhcpd: No subnet declaration for eth<*>:<*> (<*>).,Dhcpd_106,Mount_374,error_625,False,"The log message indicates the initialization of RAMDISK driver with specific details, which is a normal execution process."
450,dhcpd: DHCPREQUEST for <*> from <*> via eth<*>: unknown lease <*>.,Dhcpd_106,Dhcprequest_373,none_624,False,"This log message indicates that all RPCs returned, which is a normal execution process."
359,dhcpd:,Dhcpd_106,none_368,none_617,False,The log message does not indicate any abnormalities in the execution process.
951,dhcpd: <*> bad udp checksums in <*> packets,Dhcpd_106,none_368,bad udp checksums_618,False,The log message indicates a normal process of unmounting a file system.
423,dhcpd: Wrote <*> new dynamic host decls to leases file.,Dhcpd_106,Writing_375,none_626,False,The log message does not indicate any abnormal execution process related to disk quotas.
330,dhcpd: <*> on <*>,Dhcpd_106,Settingup_376,none_629,False,"The log message indicates a routine check for TSC synchronization across CPUs and it passed, so it is considered normal."
422,dhcpd: Wrote <*> leases to leases file.,Dhcpd_106,Writing_375,none_627,False,The log message does not indicate any abnormalities in the execution process.
63,dhcpd: DHCPREQUEST for <*> (<*>) from <*> via eth<*>,Dhcpd_106,Settingup_376,none_630,False,"This log message is a standard initialization message for device-mapper, indicating normal execution process."
420,dhcpd: Wrote <*> deleted host decls to leases file.,Dhcpd_106,Writing_375,deleted_628,False,This log message indicates a standard kernel operation related to routing cache hash table management. It does not suggest any abnormal execution process.
1020,<*> fatal: scan_dir_push: open directory <*> Too many open files in system,Directory_107,Open_377,fatal_631,False,"This log message indicates that TCP hash tables have been configured, which is a normal part of the execution process."
669,divert: allocating divert_blk for eth<*>,Divertblk_108,Allocating_378,none_632,False,"The log message is related to a network driver version, which is a common occurrence during system execution."
674,divert: not allocating divert_blk for non-ethernet device <*>,Divertblk_108,NotAllocating_379,none_633,False,The log message indicates a normal process of quiescing a subdev in the PANASAS kernel trace facility.
767,"Serial: <*>/<*> driver $Revision: <*>.<*> $ <*> ports, IRQ sharing enabled",Driver_109,Failed_380,enabled_634,False,"The log message indicates a common device for all mice, which is a normal execution process."
857,Your time source seems to be instable or some driver is hogging interupts,Driver_109,HoggingInterupts_381,instable_635,False,The log message indicates a normal process of starting to scrub the caps for the file system client.
634,usbcore: registered new driver <*>,Driver_109,Registered_382,new_636,False,This log message indicates a normal execution process related to PCI-DMA and software bounce buffering for IO.
272,"kernel: Serial: <*>/<*> driver $Revision: <*>.<*> $ <*> ports, IRQ sharing enabled",Driver_109,Ports_383,enabled_637,True,The log message contains unusual characters such as '<*>' and does not follow a typical format for a normal execution process.
865,kernel: LustreError: <*>:<*>:(echo_client.c:<*>:echo_client_cleanup()) ASSERTION(eco->eco_refcount == <*>) failed,Echoclient_110,Monitoring_384,error_638,False,The log message seems to be a standard kernel message indicating driver information with IRQ sharing enabled.
416,dhclient: DHCPREQUEST on eth<*> to #<*># port <*>,Eth_111,Dhcprequest_385,none_639,False,This log message indicates a normal process of attaching a SCSI disk.
455,dhclient: DHCPDISCOVER on eth<*> to #<*># port <*> interval <*>,Eth_111,Dhcpdiscover_386,none_640,False,"Initializing Cryptographic API is a standard process in many systems, so it is considered normal."
459,ifup: Determining IP information for eth<*>...,Eth_111,DeterminingIpInformation_387,none_641,False,This log message seems to be a normal kernel message related to USB functionality being enabled.
706,eth<*>: no IPv<*> routers present,Eth_111,Monitoring_388,absent_642,False,The log message does not indicate any abnormalities in the execution process.
703,<*> [INFO]: event loop <*> local to <*> fd=<*>),Fd_112,LocalTo_389,none_643,False,"The log message is related to the md driver, which is a normal part of the execution process."
301,<*> warning: <*> <*> <*> <*> <*> No such file or directory,File_113,none_390,warning_644,False,The log message indicates a postfix process managing a mail queue which is a normal execution process.
372,<*> <*> <*> <*> Read-only file system,FileSystem_114,Read-only_391,none_645,False,"The log message seems to be a kernel ACPI message, which is a normal part of the execution process."
177,<*> Unmounting <*> filesystems: <*>,Filesystems_115,Create_392,none_646,False,Not enough information to determine abnormality
711,<*> Unmounting <*> filesystems (retry): succeeded,Filesystems_115,Restart_393,succeeded_647,False,This log message is related to the USB Universal Host Controller Interface driver and does not indicate any abnormal execution process.
764,nfsd: unexporting all filesystems,Filesystems_115,Unexporting_394,none_648,False,The log message does not indicate any abnormal execution process.
109,<*> Mounting <*> filesystems: <*>,Filesystems_115,Mounting_395,none_649,False,The log message does not indicate any abnormal execution process.
747,floppy<*>: no floppy controllers found,FloppyControllers_116,Found_396,none_650,False,"The log message indicates that the bootdata is ok, which is a normal process during the kernel boot."
749,inserting floppy driver for <*>,FloppyDriver_117,Inserting_397,none_651,False,The log message does not indicate any abnormal execution process.
1083,<*> foo,Foo_118,none_398,none_652,False,"The log message indicates the creation of a device by the Mellanox Tavor Device Driver, which is a normal process."
116,<*> No <*> <*> found,Found_119,none_399,none_653,False,"The log message indicates a successful remounting of the root filesystem in read-write mode, which is a normal execution process."
346,fsck: [/sbin/fsck.ext<*> (<*>) -- <*>,Fsck_120,none_400,none_654,False,The log message indicates a successful execution of rpc.idmapd.
185,fsck: <*> recovering journal,Fsck_120,Recovering_401,none_657,False,"The log message seems to be related to adding swap space, which is a normal execution process."
612,"fsck: orphaned inode <*> (uid=<*>, gid=<*>, mode=<*>, size=<*>)",Fsck_120,Orphaned_402,none_658,False,The log message indicates a normal execution process of picking up a postfix message.
603,fsck: <*> <*>,Fsck_120,none_400,none_655,False,"The log message indicates that the NIC link is up with a specific speed and duplex configuration, which is a normal execution process."
995,fsck: [/sbin/fsck.ext<*> (<*>) -- <*> fsck.ext<*>,Fsck_120,Checking_403,none_659,False,"The log message indicates the start of a process, which is a normal execution process."
201,fsck: Checking all file systems.,Fsck_120,Checking_403,none_660,False,The log message does not provide enough information to determine if the execution process is abnormal.
80,"fsck: <*> clean, <*>/<*> files, <*>/<*> blocks",Fsck_120,Checking_403,none_661,False,The log message indicates a normal process of checking if the image is initramfs.
505,"fsck: Clearing orphaned inode <*> (uid=<*>, gid=<*>, mode=<*>, size=<*>)",Fsck_120,Clearing_404,orphaned_662,True,"The log message indicates that the SSH daemon received a signal and terminated, which could be a sign of abnormal behavior."
507,fsck: <*>,Fsck_120,none_400,none_656,False,"This log message is related to the cache line size of a PCI device, which is a common system operation and does not indicate an abnormal execution process."
1145,fsck: [/sbin/fsck.ext<*> (<*>) -- /var] fsck.ext<*> -a,Fsck.ext_121,Checking_405,none_663,False,"The log message indicates a switch lid change, which is a normal execution process in InfiniBand."
825,kernel: fs_client: end_write_length > pannode->attribs.cached_length (<*> > <*>),Fsclient_122,End_406,none_664,False,The log message indicates the normal process of xinetd exiting.
269,kernel: fs_client_cap: starting to scrub the caps,Fsclientcap_123,Scrubbing_407,starting_665,False,"The log message does not indicate any abnormal execution process, it is related to module licensing."
598,/apps/x<*>_<*>/system/ganglia-<*>.<*>.<*>/sbin/gmetad[<*>]: poll() timeout,Gmetad_124,Poll_408,timeout_666,True,The log message indicates an abnormal execution process due to the presence of unexpected characters and inconsistencies in the package description and support log path.
313,/apps/x<*>_<*>/system/ganglia-<*>.<*>.<*>/sbin/gmetad[<*>]: RRD_update <*> <*> illegal attempt to update using time <*> when last update time is <*> (minimum one second step),Gmetad_124,Terminate_409,error_667,True,"The log message indicates a 'No such file or directory' error, which is not a normal execution process."
108,/apps/x<*>_<*>/system/ganglia-<*>.<*>.<*>/sbin/gmetad[<*>]: Unable to write meta data for metric <*> to RRD,Gmetad_124,Writing_410,unable_668,True,The log message does not provide enough information to determine if the execution process is normal or abnormal.
841,gmetad: Warning: we failed to resolve trusted host name dadmin<*> dadmin<*>,Gmetad_124,FailedToResolve_411,warning_669,True,The log message format does not match the expected format for a normal execution process
496,gmetad:,Gmetad_124,Established_412,none_670,True,"The log message contains 'Kickstart Install' which could indicate an automated installation process, potentially abnormal"
338,/apps/x<*>_<*>/system/ganglia-<*>.<*>.<*>/sbin/gmetad[<*>]: RRD_update <*> illegal attempt to update using time <*> when last update time is <*> (minimum one second step),Gmetad_124,Receive_413,illegal_671,True,"The log message indicates running a system update command with root privileges, which could potentially be a security risk if not handled properly."
498,gmetad: Warning: we failed to resolve data source name <*>,Gmetad_124,Resolve_414,failure_672,True,"The log message indicates that a message has been queued for an unusually long time, which may suggest a potential issue with the execution process."
102,gmond: gmond <*> succeeded,Gmond_125,none_415,succeeded_673,True,"The log message indicates an active state mismatch in the execution process, which is abnormal behavior."
661,hald[<*>]: Timed out waiting for hotplug event <*>. Rebasing to <*>,Hald_126,Setup_416,none_674,True,"The log message indicates a failure in the process of creating a memory region and obtaining keys, which is abnormal behavior."
617,"<*> hash table entries: <*> <*> <*>, <*> bytes)",HashTable_127,none_417,none_675,False,"This log message indicates the loading of a hardware driver, which is a normal execution process."
70,"<*> <*> hash table entries: <*> <*> <*>, <*> bytes)",HashTable_127,Installation_418,none_676,False,"The log message does not indicate any abnormal behavior, it seems to be a routine process of finding a network device and setting lid_base."
309,kernel: hw_random hardware driver <*>.<*>.<*> loaded,Hwrandom_128,Loaded_419,none_677,False,"The log message indicates a mount operation with local addresses, which is a common and expected process."
407,kernel: hw_random: RNG not detected,Hwrandom_128,NotDetected_420,none_678,True,"The log message indicates that a signal was caught, which can be a sign of abnormal execution process."
748,hw_random: RNG not detected,Hwrandom_128,Detection_421,not detected_679,True,"The log message indicates an illegal attempt to update using incorrect timestamps, which is not a normal execution process."
543,ib_mgr.x[<*>]: [INFO]: ib_sm.x <*> pid=<*>,Ibsm_129,none_422,INFO_680,True,"The log message contains placeholders <*> which may indicate missing or incorrect information, suggesting an abnormal execution process."
401,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: Topology changed,Ibsm_129,Changed_423,none_685,True,"The log message indicates a warning about a corrupt file in the postfix queue manager, which is an abnormal execution process."
1140,"ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: hop_count: <*>, direct_path: <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>",Ibsm_129,none_422,none_681,True,"The log message indicates a warning about a file not found, which can be considered abnormal in the execution process."
165,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: A new IB node <*> was discovered and assigned LID <*>,Ibsm_129,Register_424,none_686,True,"The log message indicates that there was an issue registering the device /dev/sda, which could be a sign of abnormal execution process."
66,ib_sm.x[<*>]: [INFO]: <*> SM <*> <*> <*> <*>,Ibsm_129,none_422,INFO_682,True,"The log message indicates a forceful change in port state, which may indicate an abnormal execution process."
531,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Skip node= <*> port= <*> bringup because topology is stale, no response",Ibsm_129,Register_424,stale_687,True,"The log message indicates an issue with registering a SCSI device, which is abnormal behavior for a normal execution process."
17,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: <*> <*> <*>,Ibsm_129,none_422,none_683,True,"The log message indicates that a neighbor port is being forced down due to a specific condition, which is not a normal execution process."
19,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: <*> <*> <*> <*>,Ibsm_129,none_422,none_684,True,"The log message indicates a Bad IEC (SMART) mode page error on device /dev/sda, which is an abnormal execution process."
586,ib_sm.x[<*>]: [INFO]: SM Role selection result: MASTER,Ibsm_129,SelectionResult_425,MASTER_689,False,"The log message indicates a typical port management information, no indication of abnormal execution process."
584,ib_mgr.x[<*>]: [INFO]: IB MGR connected to ib_sm,Ibsm_129,Connected_426,none_690,False,The log message does not provide enough information to determine if the execution process is abnormal
583,ib_sm.x[<*>]: [INFO]: ib_sm connect to watchdog manager,Ibsm_129,ConnectTo_427,none_691,True,"The log message indicates a fiber latch fault condition, which is considered abnormal in the execution process."
1007,ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Set LID failed because NO RESPONSE,Ibsm_129,Set_428,failed_692,True,"The log message indicates a fiber latch overcurrent condition, which is abnormal and may require further investigation."
515,ib_sm.x[<*>]: [INFO]: Configuration caused by <*> <*> <*> <*>,Ibsm_129,Register_424,none_688,True,The log message contains 'error' indicating an abnormal execution process
323,ib_sm.x[<*>]: [INFO]: Configuration caused by <*> <*> <*>,Ibsm.x_130,CausedBy_429,none_693,False,"The log message indicates a clean up of SA resources for a port forced down due to a subnet prefix change, which is a normal process."
12,ib_sm.x[<*>]: <*> Failed to <*> <*> <*> <*> <*>,Ibsm.x_130,Monitoring_430,failed_694,False,The log message appears to be a normal release date timestamp.
660,ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Force neighbor port <*> port=<*>) to DOWN because state(<*>) should be active but not.,Ibsm.x_130,ForceDown_431,none_695,False,"The log message is related to the kernel megaraid cmm release date, which is a normal process."
25,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: IB node <*> port <*> <*> <*> <*>,Ibsm.x_130,Sweep_432,none_697,True,"The log message indicates a DHCP server process starting on a specific network interface, which is a normal behavior in most cases."
297,"ib_sm.x[<*>]: [ib_sm_discovery.c:<*>]: switch lid change, node - <*> port=<*>, neighbor (nil), changing lid from <*>, back to original <*>",Ibsm.x_130,LidChange_433,none_698,True,"The log message indicates a failure in requesting cache data, which is not a normal execution process."
581,ib_sm.x[<*>]: <*> Failed to get <*> <*> <*> <*> <*> <*> <*>,Ibsm.x_130,Get_434,failed_699,False,The log message indicates a normal execution process of assuming drive cache write through.
318,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Force port <*> port=<*>, state=<*>) to DOWN because (<*>) <*>st sweep or (<*>) role change.",Ibsm.x_130,ForceToDown_435,none_700,True,"The log message contains kernel and megaraid, which could indicate a potential issue with the RAID controller or storage system."
557,"ib_sm.x[<*>]: [INFO]: Program switch port state to down, <*> port= <*>, due to non-responding CA",Ibsm.x_130,SwitchPortStateToDown_436,non-responding_701,False,"This log message seems to be related to the scsi driver for LSI Logic MegaRAID, which is a common component in many systems. No indication of abnormal execution process."
172,ib_sm.x[<*>]: <*> Failed to <*> <*> <*> <*>,Ibsm.x_130,Failed_437,none_702,False,This log message indicates a normal execution process of scanning scsi channel for non-raid devices.
665,ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Force port <*> port=<*>) to DOWN because state(<*>) should be active but not.,Ibsm.x_130,ForceDown_431,none_696,False,This log message is a typical kernel message related to probing a new device on the megaraid controller. It does not indicate any abnormal behavior.
622,"ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Clean up SA resources for port forced down due to LID conflict, node - <*> port=<*>",Ibsm.x_130,CleanUp_438,forced down due to LID conflict_703,False,This log message indicates a routine scanning process for logical drives on a SCSI channel. It does not indicate any abnormal behavior.
13,"ib_sm.x[<*>]: [ib_sm_discovery.c:<*>]: Failed to <*> - hop_count: <*>, direct_path: <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>",Ibsm.x_130,Discovery_439,failed_704,True,"The log message indicates an illegal attempt to update using incorrect time, which is abnormal behavior."
539,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: Detect switch (LID= <*>) port state change,Ibsm.x_130,Detect_440,state change_705,False,"The log message indicates that the file system recovery is complete, which is a normal process."
1001,"ib_sm.x[<*>]: [INFO]: Failed to add pgid <*> to mgid ff<*>bffff<*>ffffffff, status <*>",Ibsm.x_130,AddPgidToMgid_441,failed_706,False,The log message indicates a standard kernel message related to the MegaRAID controller and RAID configuration.
544,"ib_sm.x[<*>]: [INFO]: connected to watchd service, sent first pulse.",Ibsm.x_130,SentPulse_442,none_707,True,"The log message contains unusual characters and format, indicating a potential abnormal execution process."
587,ib_sm.x[<*>]: [INFO]: IB SM Heartbeat PID= <*>,Ibsm.x_130,Heartbeat_443,none_708,True,"The log message indicates a disagreement about the version of a symbol, which is not part of a normal execution process."
994,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Failed to bring port to ARMED for <*> port= <*>, state= <*>, hop_count=<*>, mad status <*>",Ibsm.x_130,Wakeupdevices_444,failed_709,True,"The log message indicates a temperature sensor reading, which may be abnormal if the value is too high or too low compared to normal operating conditions."
1200,ib_sm.x[<*>]: [INFO]: Receive SystemImageGUID change trap from port (LID= <*>),Ibsm.x_130,Receive_445,none_710,True,The log message format does not match the expected format for a normal execution process
588,ib_sm.x[<*>]: [INFO]: Master SM Proceeds with configuration of entire subnet,Ibsm.x_130,Supports_446,proceeding_711,False,"The log message is a typical command to copy the running configuration to the startup configuration, which is a normal execution process."
922,ib_sm.x[<*>]: [FATAL]: _ib_smSetSmCapability: ioctl(TS_IB_IOCSPORTINFO) code=-<*>,Ibsm.x_130,Enabled_447,FATAL_713,True,"The log message indicates a file system check process, which is a normal execution process. However, the presence of wildcards in the command path and options suggests potential abnormal behavior."
82,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Program port state, <*> port= <*>, current state <*>, neighbor <*> port= <*>, current state <*>",Ibsm.x_130,Override_448,none_714,False,"This log message indicates a file system check process on device /dev/sda, which is a normal system maintenance operation."
518,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Active port(s) now in INIT state node=<*>, port=<*>, state=<*>, neighbor node=<*>, port=<*>, state=<*>",Ibsm.x_130,Supports_446,INIT state_712,True,The log message contains unusual kernel function call with parameters
718,ib_sm.x[<*>]: [WARN]: CLI output failed with error Broken pipe. Exiting thread.,Ibsm.x_130,OutputFailed_449,error_715,False,This log message indicates a normal execution process related to the SCSI device sda and drive cache settings.
307,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Active state mismatch <*> port=<*>, state <*>, <*> port=<*>, state <*>",Ibsm.x[]_131,ActiveStateMismatch_450,none_716,False,The log message does not indicate any abnormal execution process
26,ib_sm.x[<*>]: <*> <*> <*> <*> <*> <*> <*> INIT state,Ibsm.x[]_131,Supports_451,none_717,False,"The log message indicates the initiation of a kernel module, which is a normal execution process."
585,"ib_sm.x[<*>]: [INFO]: Transitioning to Master, DB was not synchronized with previous Master Guid <*>",Ibsm.x[]_131,Supports_451,none_718,False,"The log message appears to be related to a kernel SCSI host driver, which is a common and expected part of the system's execution process."
430,ib_sm.x[<*>]: [INFO]: IB <*> PID= <*>,Ibsm.x[]_131,none_452,info_720,False,This log message appears to be a standard kernel message related to SCSI devices and does not indicate any abnormal execution process.
320,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Force neighbor port <*> port=<*>, state=<*>) to DOWN because (<*>) <*>st sweep or (<*>) role change.",Ibsm.x[]_131,ForceToDown_453,none_721,True,"The log message contains unusual kernel and ioc information, indicating a potential abnormal execution process."
105,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: An existing IB node GUID <*> LID <*> was removed,Ibsm.x[]_131,Interrupt_454,existing_722,False,"This log message appears to be a standard kernel log message indicating the vendor, model, and revision information. There is no indication of abnormal behavior."
327,"ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Clean up SA resources for port forced down due to subnet prefix change, node - <*> port=<*>",Ibsm.x[]_131,CleanUp_455,forced down_723,True,"The log message indicates memory-related information, which may suggest abnormal execution processes related to memory management."
14,"ib_sm.x[<*>]: [ib_sm_discovery.c:<*>]: Failed discover node test, node <*> port_num= <*>, error code <*>",Ibsm.x[]_131,Supports_451,failed_719,True,The log message contains kernel protections which could indicate a potential security issue or abnormal behavior in the execution process.
1053,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Failed to negotiate MTU, op_vl for node=<*>ad<*>c, port= <*>, no response",Ibsm.x[]_131,NegotiateMtu_456,failed_724,True,"The log message contains kernel related information, which could indicate abnormal execution process."
1143,ib_sm.x[<*>]: [ib_sm_multicast.c:<*>]: Failed to set MFT to zero for switch=<*>ad<*>c<*>,Ibsm.x[]_131,Enabled_457,failed_725,True,The log message is incomplete or does not provide enough information to determine the nature of the execution process.
1189,"ib_sm.x[<*>]: [ib_sm_routing.c:<*>]: No spine present in chassis, splitting switch_elem",Ibsm.x[]_131,Splitting_458,none_726,True,The log message contains kernel error messages which indicate abnormal execution processes.
1079,"ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Failed to set LID on switch=<*>a<*>e, because NO RESPONSE",Ibsm.x[]_131,Disabled_459,failed_727,True,The log message indicates an error in the execution process
599,ide<*>: Wait for ready failed before probe !,Ide_132,Waiting_460,failed_728,True,The log message indicates a segfault which is an abnormal execution process.
766,ide: Assuming <*>MHz system bus speed for PIO modes; override with idebus=xx,Ide_132,Override_461,none_729,True,"The log message indicates a write access during recovery, which is abnormal behavior for a file system kernel."
826,using mwait in idle threads.,IdleThreads_133,Using_462,none_730,True,"The log message indicates an attempt to write to a read-only file system, which is abnormal behavior."
920,ifup: /sbin/ip route add <*> via <*> dev eth<*>,Ifup_134,Add_463,none_731,False,"The log message indicates a routine firmware update process for a Dell TBIRD system, which is a normal execution process."
473,ifup: RTNETLINK answers: Network is unreachable,Ifup_134,RtnetlinkAnswers_464,unreachable_732,False,The log message indicates that the installation process has finished successfully on the localhost.localdomain
525,"ifup: ts_ipoib device ib<*> does not seem to be present, delaying initialization.",Ifup_134,DelayingInitialization_465,none_733,False,"The log message indicates a routine installation process of applying updates, which is a common and expected execution process."
457,ifup:,Ifup_134,Generated_466,none_734,False,"The log message indicates a user running a configuration update with root privileges, which is a common and expected process."
460,ifup: done.,Ifup_134,Done_467,none_735,False,"The log message indicates a routine setup process for an NTP client, which is a normal execution process."
1105,checking if image is initramfs... it is,Image_135,Checking_468,initramfs_736,False,"The log message indicates a user running a system update command with root privileges, which is a common and expected operation."
849,RAMDISK: Compressed image found at block <*>,Image_135,Found_469,compressed_738,True,"The log message indicates an error in reserving MTT segments, which is a critical process for the execution. This abnormal behavior may lead to potential issues in the system."
839,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd,Image_135,Checking_468,none_737,True,The log message indicates a read-only file system which is abnormal for a typical execution process.
397,"<*> For info, please visit <*>",Info_136,Visit_470,none_739,False,"The log message indicates successful key generation, which is a normal execution process."
164,init: <*> to <*> <*>,Init_137,To_472,none_741,True,The log message indicates a failure in the execution process.
200,init: Entering runlevel: <*>,Init_137,Checking_473,none_742,True,"The log message indicates that the mount process is still trying to ping a realm for an extended period of time, which is abnormal behavior."
960,ext<*>_orphan_cleanup: deleting unreferenced inode <*>,Inode_138,Deleting_474,none_743,False,"The log message indicates monitoring of ATA and SCSI devices, which is a normal execution process."
899,instsvcdrv: <*> device driver built for kernel <*>.<*>.<*>-<*>smp,Instsvcdrv_139,Initializing_475,none_744,True,"The log message indicates an error related to the IPS (Intrusion Prevention System) command timing out, which is abnormal behavior."
511,instsvcdrv: dcdbas device driver build failed for kernel <*>.<*>.<*>-<*>smp. DKS failed to find kernel source at /lib/modules/<*>.<*>.<*>-<*>smp/build. DKS requires kernel source to build device drivers.,Instsvcdrv_139,BuildFailed_476,none_745,True,"The log message indicates an error related to destroying a timed out command, which is not a normal execution process."
1107,instsvcdrv: dcdbas device driver build failed for kernel <*>.<*>.<*>-<*>smp. Check /var/log/dcdbas.dks.log for build error.,Instsvcdrv_139,BuildFailed_476,error_746,True,"The log message indicates an error related to destroying a command due to a timeout, which is abnormal behavior."
1006,instsvcdrv: System type not supported,Instsvcdrv_139,NotSupported_477,none_747,False,"The log message is indicating the initial temperature of a device, which is a normal process."
